actors	assoc_producers	average_per_theatre	cinematographers	composers	directors	distributor	domestic	exec_producers	foreign	genre	gross	gross2	gross_to_date	line_producers	mpaa_rating	producers	production_budget	rank	release_date	runtime	theaters	theatre_change	title	week	week_number	week_over_week_change	worldwide	writers
Clive Owen,Carice van Houten		1731.0			Juan Carlos Fresnadillo	Millennium Ent.	69136.0		2943074.0	Horror Thriller	57107.0	12029.0	57107.0		R			58.0	2012-03-30	100.0	33.0		Intruders (2012)	2012-03-30	1.0		3012210.0	
Heather Graham,Bridget Moynahan,Thomas Cavanagh,Molly Shannon,Alan Cumming,Sissy Spacek		2351.0				Yari Film Group	71561.0		872918.0	Romantic Comedy	35269.0	9472.0	35269.0		PG-13	Alexander Payne		61.0	2007-02-23	95.0	15.0		Gray Matters (2007)	2007-02-23	1.0		944479.0	
Brendan Gleeson,Chris O'Dowd,Kelly Reilly,Domhnall Gleeson		26413.0			John Michael McDonagh	Fox Searchlight	3600006.0		13287735.0	Comedy / Drama	105650.0	384386.0	105650.0		R			44.0	2014-08-01	100.0	4.0		Calvary (2014)	2014-08-01	1.0		16887741.0	John Michael McDonagh
		4731.0				New Century	13539458.0			Horror	5388107.0	3354582.0	5388107.0		PG-13			3.0	1987-05-15	85.0	1139.0		The Gate (1987)	1987-05-15	1.0			
		6602.0				IFC	389220.0		100486.0	Foreign	13204.0	18029.0	13184.0		R			74.0	2005-05-06	110.0	2.0		Brothers (2005) (2005)	2005-05-06	1.0		489706.0	
Matthew Broderick,Danny DeVito		1626.0			John Whitesell	Fox	35093569.0		12137501.0	Comedy	4915667.0	13425382.0	4915667.0		PG	Arnon Milchan,John Whitesell		8.0	2006-11-22	95.0	3023.0		Deck the Halls (2006)	2006-11-17	0.0		47231070.0	Don Rhymer
		3251.0				First Run	4509.0			Foreign	3251.0	136.0	3251.0		Unrated			99.0	2008-11-14	99.0	1.0		House of the Sleeping Beauties (2008)	2008-11-14	1.0			
		2410.0			Dave Grohl	Variance Films	422853.0			Documentary	120514.0	92921.0	120514.0		Unrated			41.0	2013-02-01	108.0	50.0		Sound City (2013)	2013-01-25	0.0		422853.0	
		57062.0				First Look	5318679.0		3159755.0	Foreign	57062.0	52275.0	57062.0		PG-13			53.0	2001-07-27	114.0	1.0		Bread and Tulips (2001)	2001-07-27	1.0		8478434.0	
		7016.0				Buena Vista	48430258.0		61432424.0	Animation	18276239.0	10557250.0	18276239.0		G		20000000.0	3.0	2002-02-15	72.0	2605.0		Return to Never Land (2002)	2002-02-15	1.0		109862682.0	
		2945.0				Cannon Films	8892589.0			Unknown	3313408.0	2339013.0	3313408.0		PG			4.0	1988-05-06	99.0	1125.0		Salsa - The Motion Picture (1988)	1988-05-06	1.0			
		8636.0				Eros	836225.0			Foreign	190000.0	550187.0	190000.0		Unrated			35.0	2003-06-13	167.0	22.0		Chalte Chalte (2003)	2003-06-13	1.0		836225.0	
Kevin Bacon,Alec Baldwin,Matthew Broderick,Michael Keaton		5076.0			John Hughes	Paramount	16031707.0			Comedy	4695440.0	3757033.0	4695440.0		PG-13	John Hughes		5.0	1988-02-05	105.0	925.0		She's Having a Baby (1988)	1988-02-05	1.0			John Hughes
Jonah Hill,Michael Cera,Christopher Mintz-Plasse,Bill Hader,Seth Rogen,Emma Stone,Clark Duke		17155.0	Russ Alsobrook	Lyle Workman	Greg Mottola	Sony / Columbia	121463226.0		48408493.0	Comedy	50572274.0	26262521.0	50572274.0		R	Judd Apatow,Shauna Robertson,Seth Rogen,Evan Goldberg	20000000.0	1.0	2007-08-17	114.0	2948.0		Superbad (2007)	2007-08-17	1.0		169871719.0	Seth Rogen,Evan Goldberg
Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine,Albert Finney,Joan Allen		26960.0	Oliver Wood	John Powell	Paul Greengrass	Universal	227471070.0		215353068.0	Action Thriller	98673300.0	46147020.0	98673300.0		PG-13	Patrick Crowley,Doug Liman,Frank Marshall	110000000.0	1.0	2007-08-03	111.0	3660.0		The Bourne Ultimatum (2007)	2007-08-03	1.0		442824138.0	Tony Gilroy,George Nolfi,Scott Z. Burns
Owen Wilson,Imogen Poots,Kathryn Hahn,Will Forte,Rhys Ifans,Jennifer Aniston		2602.0			Peter Bogdanovich	Lionsgate Premiere	111996.0			Comedy	67646.0	29605.0	67646.0		R			47.0	2015-08-21	93.0	26.0		She's Funny That Way (2015)	2015-08-21	1.0		111996.0	
		10275.0				TLA Releasing	104828.0			Comedy	30824.0	22443.0	30824.0		Unrated			69.0	2008-08-29	90.0	3.0		Another Gay Sequel: Gays Gone Wild (2008)	2008-08-29	1.0			
		1263.0				Regent Releasing	2762.0			Comedy	2525.0	237.0	2525.0		R			115.0	2009-09-25	79.0	2.0		The Blue Tooth Virgin (2009)	2009-09-25	1.0			
Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,Jon Favreau		14803.0		Graeme Revell	Mark Steven Johnson	Fox	102543518.0		76636200.0	Action / Adventure	51379549.0	21686311.0	51379549.0		PG-13	Avi Arad,Kevin Feige,Stan Lee,Arnon Milchan	78000000.0	1.0	2003-02-14	97.0	3471.0		Daredevil (2003)	2003-02-14	1.0		179179718.0	Mark Steven Johnson
		11471.0				CJ Entertainment	696717.0		49843280.0	Drama	34412.0	71682.0	34412.0		Unrated			42.0	2015-12-18	125.0	3.0		The Himalayas (2015)	2015-12-18	1.0		50539997.0	
		2438.0				Argot Pictures	9269.0			Documentary	2438.0	4594.0	2438.0		Unrated			68.0	2012-01-18	83.0	1.0		The City Dark (2012)	2012-01-13	0.0			
		9560.0				Kino Lorber	81082.0			Drama	9560.0	7136.0	9560.0		Unrated			70.0	2016-02-12	131.0	1.0		Mountains May Depart (2016)	2016-02-12	1.0		81082.0	
		7031.0		Elmer Bernstein	John Landis	Warner Bros.	60088980.0			Action Comedy	10940638.0	7125749.0	10940638.0		PG	Brian Grazer		2.0	1985-12-06	102.0	1556.0		Spies Like Us (1985)	1985-12-06	1.0			
Anna Faris,Chris Evans,Zachary Quinto,Andy Samberg,Martin Freeman,Ari Graynor,Blythe Danner,Chris Pratt,Anthony Mackie,Mike Vogel,Aziz Ansari		2417.0		Aaron Zigman	Mark Mylod	Fox	14011084.0		16415012.0	Comedy	7256018.0	4549749.0	7256018.0		R	Anna Faris,Beau Flynn,Arnon Milchan,Tripp Vinson	20000000.0	7.0	2011-09-30	106.0	3002.0		What's Your Number? (2011)	2011-09-30	1.0		30426096.0	Gabrielle Allan,Jennifer Crittenden
Charlie Sheen		6169.0	John R. Leonetti		Jim Abrahams	Fox	38922972.0		94829853.0	Comedy	13091542.0	9645769.0	13091542.0		PG-13	Bill Badalato		2.0	1993-05-21	86.0	2122.0		Hot Shots! Part Deux (1993)	1993-05-21	1.0		133752825.0	Jim Abrahams
		10622.0				NeoClassics Films	707945.0		12013672.0	Foreign	63731.0	56318.0	63731.0		Unrated				2011-08-19	98.0	6.0		The Hedgehog (2011)	2011-08-19	1.0		12721617.0	
Edward Norton,Evan Rachel Wood,David Morse,Rory Culkin,Kat Dennings,Ellen Burstyn,Ty Burrell		11698.0				ThinkFilm	568932.0		283940.0	Drama	35095.0	86750.0	35095.0		R			52.0	2006-05-05	114.0	3.0		Down in the Valley (2006)	2006-05-05	1.0		852872.0	
Julia Roberts,Dennis Quaid,Robert Duvall,Gena Rowlands,Kyra Sedgwick		11004.0		Hans Zimmer	Lasse Hallstrom	Warner Bros.	50865589.0			Comedy / Drama	16615997.0	11662433.0	16615997.0		R			2.0	1995-08-04	105.0	1510.0		Something to Talk About (1995)	1995-08-04	1.0			Callie Khouri
William H. Macy		139.0				Monterey Media, Inc.	2540.0			Comedy	278.0	28.0	278.0		R			121.0	2014-10-24	79.0	2.0		Two-Bit Waltz (2014)	2014-10-24	1.0			
		192.0				Kino	13689.0		6852.0	Foreign	192.0	1544.0	192.0		Unrated			107.0	2009-05-29	71.0	1.0		Laila's Birthday (2009)	2009-05-29	1.0		20541.0	
Kevin Costner		19265.0	Andrzej Bartkowiak,Roger Deakins	Trevor Jones	Roger Donaldson	New Line	34592089.0		31987801.0	Action Drama	154122.0	246048.0	154122.0		PG-13	Marc Abraham,Kevin Costner,Michael De Luca	80000000.0	35.0	2000-12-22	147.0	8.0		Thirteen Days (2000)	2000-12-22	1.0		66579890.0	
Janet Jackson,Tupac Shakur		12492.0			John Singleton	Columbia	27515786.0			Drama	15902729.0	7102413.0	15902729.0		R			2.0	1993-07-23	109.0	1273.0		Poetic Justice (1993)	1993-07-23	1.0			
Robert DeNiro		4644.0				Savoy	17287898.0			Crime Drama	5001829.0	3837193.0	5367325.0		R	Jon Kilik		6.0	1993-10-01	122.0	1077.0		A Bronx Tale (1993)	1993-10-01	1.0			
		2821.0				Argot Pictures	12185.0			Documentary	5641.0	6544.0	5641.0		Unrated			78.0	2007-01-19	86.0	2.0		China Blue (2007)	2007-01-19	1.0			
Drew Barrymore,Sharon Stone		4252.0			Charles Shyer	Warner Bros.	12414210.0			Comedy	3834893.0	3169521.0	3834893.0		PG			3.0	1984-09-28	113.0	902.0		Irreconcilable Differences (1984)	1984-09-28	1.0			Nancy Meyers,Charles Shyer
		15107.0				Televisa Cine	4179890.0		5877131.0	Comedy	846007.0	761779.0	846007.0		R			15.0	2004-05-14	100.0	56.0		A Day Without a Mexican (2004)	2004-05-14	1.0		10057021.0	
Diane Lane,Viggo Mortensen,Anna Paquin		16411.0				Miramax	4750660.0			Romance	114874.0	247836.0	114874.0		R			48.0	1999-03-26	105.0	7.0		A Walk on the Moon (1999)	1999-03-26	1.0			
		5090.0				New Yorker	119506.0			Unknown	5090.0	6566.0	57892.0		Unrated			110.0	2002-04-05	80.0	1.0		The Komediant (2002)	2002-08-23	17.0			
		6194.0	Bill Pope	Harry Gregson-Williams	Trey Parker	Paramount	32786074.0		18121348.0	Comedy	15727364.0	8434125.0	15727364.0		R	Scott Aversano,Scott Rudin	32000000.0	3.0	2004-10-15	105.0	2539.0		Team America: World Police (2004)	2004-10-15	1.0		50907422.0	Pam Brady,Trey Parker,Matt Stone
Naomie Harris		9635.0		Alex Heffes	Justin Chadwick	National Geographic Entertainment	332306.0		382416.0	Drama	28904.0	53625.0	28904.0		PG-13				2011-05-13	103.0	3.0		The First Grader (2011)	2011-05-13	1.0		714722.0	
		15567.0				Miramax	6605592.0		18110848.0	Romance	498129.0	445945.0	498129.0		PG-13		7000000.0	21.0	2005-02-11	111.0	32.0		Bride and Prejudice (2005)	2005-02-11	1.0		24716440.0	
Tom Wilkinson		17171.0				Fox Searchlight	924260.0		2527763.0	Drama / Thriller	34342.0	29155.0	34342.0		R			66.0	2005-09-16	87.0	2.0		Separate Lies (2005)	2005-09-16	1.0		3452023.0	
		3109.0				The Film Collaborative	38613.0			Documentary	6217.0	11620.0	6217.0		Unrated			86.0	2016-04-01	75.0	2.0		Catching the Sun (2016)	2016-04-01	1.0			
		1393.0				Empire	73181.0			Unknown	1393.0	21248.0	1393.0		Unrated			125.0	2002-11-06	100.0	1.0		God is Great, I'm Not (2002)	2002-11-01	0.0		73181.0	
		8108.0				First Run	56878.0			Unknown	16216.0	9794.0	16216.0		Unrated			72.0	2003-07-18	101.0	2.0		The Embalmer (2003)	2003-07-18	1.0		56878.0	
		9952.0			Henry Joost,Ariel Schulman	Paramount	53900335.0		88917657.0	Horror	33957365.0	11319849.0	33957365.0		R	Jason Blum,Akiva Goldsman,Oren Peli	5000000.0	1.0	2012-10-19	95.0	3412.0		Paranormal Activity 4 (2012)	2012-10-19	1.0		142817992.0	Christopher B. Landon
Dustin Ingram		18902.0			Henry Joost,Ariel Schulman	Paramount	104028807.0		103011037.0	Horror	62774654.0	24008400.0	62774654.0		R	Jason Blum,Akiva Goldsman,Oren Peli,Steven Schneider	5000000.0	1.0	2011-10-21	81.0	3321.0		Paranormal Activity 3 (2011)	2011-10-21	1.0		207039844.0	Christopher B. Landon
		15285.0			Tod Williams	Paramount	84752907.0		92759125.0	Horror	49157865.0	20707257.0	49157865.0		R	Jason Blum,Akiva Goldsman,Oren Peli,Steven Schneider	3000000.0	1.0	2010-10-22	91.0	3216.0		Paranormal Activity 2 (2010)	2010-10-22	1.0		177512032.0	Christopher B. Landon
		8227.0				Eros	1028191.0		9919828.0	Foreign	732177.0	216003.0	732177.0		Unrated			20.0	2008-04-11		89.0		U Me Aur Hum (2008)	2008-04-11	1.0		10948019.0	
Johnny Depp,Angelina Jolie,Paul Bettany,Timothy Dalton,Rufus Sewell		8016.0		James Newton Howard	Florian Henckel von Donnersmarck	Sony / Columbia	67631157.0		210715032.0	Romantic Thriller	22091233.0	13387211.0	22091233.0		PG-13	Gary Barber,Roger Birnbaum,Jonathan Glickman,Tim Headington,Graham King	100000000.0	2.0	2010-12-10	103.0	2756.0		The Tourist (2010)	2010-12-10	1.0		278346189.0	Christopher McQuarrie,Florian Henckel von Donnersmarck
		2139.0				ThinkFilm	8419.0		193622.0	Documentary	2139.0	1055.0	2139.0		R			95.0	2007-02-23	138.0	1.0		Glastonbury (2007)	2007-02-23	1.0		202041.0	
Amy Adams,Emily Blunt,Alan Arkin,Steve Zahn,Clifton Collins, Jr.		72106.0			Christine Jeffs	Overture Films	12062558.0		4517692.0	Comedy	288423.0	915274.0	288423.0		R			31.0	2009-03-13	102.0	4.0		Sunshine Cleaning (2009)	2009-03-13	1.0		16580250.0	
		1239.0				Vitagraph	5642.0			Horror	4954.0	688.0	4954.0		Unrated			104.0	2005-10-21	80.0	4.0		The Roost (2005)	2005-10-21	1.0			
		12974.0			Adam Del Deo,James D. Stern	Sony Classics	1725141.0		1044622.0	Documentary	103793.0	71789.0	103793.0		PG-13	Adam Del Deo,James D. Stern		35.0	2009-04-17	96.0	8.0		Every Little Step (2009)	2009-04-17	1.0		2769763.0	
		19730.0				ThinkFilm	323860.0			Documentary	19730.0	15990.0	19730.0		R			59.0	2005-11-30	84.0	1.0		The Boys of Baraka (2005)	2005-12-02	1.0			
		15632.0				Newmarket	301447.0			Documentary	31263.0	53974.0	31263.0		PG	Brad Pitt		55.0	2007-01-12	89.0	2.0		God Grew Tired of Us (2007)	2007-01-12	1.0			
		6756.0				First Look	27983.0			Unknown	6756.0	4571.0	19454.0		PG-13			96.0	2001-12-21	117.0	1.0		A Song for Martin (2001)	2002-07-19	31.0			
James Caviezel		1248.0		James Horner		Film Foundry	2694071.0		13842.0	Sports Drama	1662971.0	747895.0	1662971.0		PG		20000000.0	16.0	2004-04-30	120.0	1332.0		Bobby Jones: Stroke of Genius (2004)	2004-04-30	1.0		2707913.0	
Terrence Jenkins,Paula Patton,Derek Luke,Taye Diggs,Boris Kodjoe,Adam Brody,Djimon Hounsou		5456.0		Aaron Zigman		Fox Searchlight	21569509.0		887000.0	Romantic Comedy	11060081.0	5137397.0	11060081.0		PG-13			5.0	2013-09-27	96.0	2027.0		Baggage Claim (2013)	2013-09-27	1.0		22456509.0	
Matthew Perry		3686.0				Fox	6264058.0			Unknown	3247318.0	1805312.0	3247318.0		R			6.0	1988-02-26	90.0	881.0		Night in the Life of Jimmy Reardon (1988)	1988-02-26	1.0			
Zach Braff		3875.0				Castle Hill	76544.0			Unknown	11624.0	27031.0	11624.0		PG-13			57.0	2000-11-03	89.0	3.0		Blue Moon (2000)	2000-11-03	1.0		76544.0	
		4914.0				Halestorm	464991.0			Comedy	196552.0	104499.0	196552.0		PG		1000000.0	40.0	2006-03-17	91.0	40.0		Church Ball (2006)	2006-03-17	1.0			
		1935.0				Xenon Pictures	16791.0			Foreign	15476.0	1315.0	15476.0		PG-13			72.0	2007-08-17	95.0	8.0		7 Dias (2007)	2007-08-17	1.0			
Sean Penn,Ryan Gosling,Josh Brolin,Emma Stone,Robert Patrick,Michael Pena,Giovanni Ribisi,Anthony Mackie		7448.0		Steve Jablonsky	Ruben Fleischer	Warner Bros.	46000903.0		59200000.0	Crime Drama	23110060.0	12336807.0	23110060.0		R	Ruben Fleischer,Dan Lin,Kevin McCormick,Michael Tadross	60000000.0	2.0	2013-01-11	113.0	3103.0		Gangster Squad (2013)	2013-01-11	1.0		105200903.0	Will Beall
Diane Lane,John Cusack,Colin Egglesfield		7530.0		Craig Armstrong		Warner Bros.	43894863.0		14510450.0	Romantic Comedy	18862992.0	11166934.0	18862992.0		PG-13		30000000.0	4.0	2005-07-29	98.0	2505.0		Must Love Dogs (2005)	2005-07-29	1.0		58405313.0	
		5639.0				Cinedigm Entertainment	9124.0			Documentary	5639.0	2575.0	5639.0		Unrated			79.0	2013-06-14	87.0	1.0		Call Me Kuchu (2013)	2013-06-14	1.0			
		8635.0				First Run	263723.0			Documentary	8635.0	28946.0	8635.0		Unrated			62.0	2011-01-05	97.0	1.0		Phil Ochs: There But For Fortune (2011)	2010-12-31	0.0			
		3262.0				Picture This!	7656.0			Foreign	3262.0	1596.0	3262.0		Unrated			114.0	2006-04-28	86.0	1.0		The Whore's Son (2006)	2006-04-28	1.0			
Kevin Spacey,Kate Winslet,Laura Linney,Melissa McCarthy		4530.0				Universal	19955598.0		19000000.0	Drama / Thriller	9070050.0	5918480.0	9070050.0		R	Nicolas Cage	38000000.0	6.0	2003-02-21	130.0	2002.0		The Life of David Gale (2003)	2003-02-21	1.0		38955598.0	
Jason Schwartzman,Elisabeth Moss,Jonathan Pryce,Krysten Ritter		16403.0			Alex Ross Perry	Tribeca Film	200126.0			Drama	32805.0	74295.0	32805.0		Unrated			59.0	2014-10-17	108.0	2.0		Listen Up Philip (2014)	2014-10-17	1.0			Alex Ross Perry
Prince		6538.0	Michael Ballhaus			Warner Bros.	10090429.0			Unknown	6381265.0	2242992.0	6381265.0		PG-13			10.0	1986-07-04	100.0	976.0		Under the Cherry Moon (1986)	1986-07-04	1.0			
		4465.0				Palm	51540.0			Drama	4465.0	12495.0	4465.0		Unrated			107.0	2006-06-28	76.0	1.0		The Motel (2006)	2006-06-23	0.0			
		16673.0				CJ Entertainment	32211.0			Foreign	16673.0	11366.0	16672.0		Unrated			72.0	2015-01-23	118.0	1.0		Love Forecast (2015)	2015-01-23	1.0		32211.0	
Kristanna Loken 		2954.0				Indican	40385.0			Animation	5908.0	9324.0	5908.0		R			106.0	2010-10-15	80.0	2.0		The Trouble with Terkel (2010)	2010-10-15	1.0			
					Sarah Polley	Roadside Attractions	1600145.0			Documentary	364859.0	43514.0	364859.0		PG-13				2013-05-10	108.0			Stories We Tell (2013)	2013-05-03	0.0		1600145.0	Sarah Polley
Portia Doubleday,Chris Noth		1939.0				Freestyle Releasing	161820.0			Romantic Comedy	83361.0	21934.0	83361.0		Unrated				2015-02-27	102.0	43.0		After The Ball (2015)	2015-02-27	1.0		161820.0	
Brandon Routh,Seth Rogen,Elizabeth Banks,Justin Long		5270.0			Kevin Smith	Weinstein Company	31457946.0		10647165.0	Comedy	14412377.0	8906793.0	14412377.0		R		24000000.0	2.0	2008-10-31	101.0	2735.0		Zack and Miri Make a Porno (2008)	2008-10-31	1.0		42105111.0	Kevin Smith
		14025.0	Christopher Doyle		Phillip Noyce	Miramax	6199600.0		10017811.0	Period Drama	126228.0	104848.0	126228.0		PG			38.0	2002-11-27	94.0	9.0		Rabbit-Proof Fence (2002)	2002-11-29	1.0		16217411.0	
		7713.0			Zhang Yimou	Sony Classics	240093.0			Foreign	46278.0	39220.0	46278.0		PG			59.0	2002-07-26	95.0	6.0		Happy Times (2002)	2002-07-26	1.0		240093.0	
Corbin Bleu,Penelope Ann Miller		540.0				Samuel Goldwyn	141108.0		575247.0	Drama	140524.0	584.0	140524.0		PG			45.0	2009-10-09	95.0	260.0		Free Style (2009)	2009-10-09	1.0		716355.0	
Whoopi Goldberg		3114.0			Donald Petrie	Buena Vista	12844057.0			Comedy	5545819.0	4020538.0	5545819.0		PG-13	Ted Field,Scott Kroopf		6.0	1996-10-25	114.0	1781.0		The Associate (1996)	1996-10-25	1.0			
						TVA	2259688.0			Foreign	1016754.0	180430.0	1016754.0		Unrated			21.0	2004-04-09				Dans une galaxie pres de chez vous (2004)	2004-04-09	1.0			
		2140.0			Lars Von Trier	IFC	51548.0		3059847.0	Foreign	2140.0	12925.0	2140.0		Unrated			109.0	2007-05-23	99.0	1.0		Boss of It All (2007)	2007-05-18	0.0		3111395.0	
		5356.0		Alberto Iglesias		New Yorker	30496.0		6055927.0	Foreign	10712.0	1210.0	10712.0		Unrated			87.0	2006-03-17	109.0	2.0		Take My Eyes (2006)	2006-03-17	1.0		6086423.0	
Anthony Hopkins,Chris Rock,Peter Stormare,Gabriel Macht,Kerry Washington,John Slattery,Michael Ealy		5337.0	Dariusz Wolski	Trevor Rabin	Joel Schumacher	Buena Vista	30160161.0		35817134.0	Action Comedy	15711045.0	8655865.0	15711045.0		PG-13	Jerry Bruckheimer,Clayton Townsend	70000000.0	4.0	2002-06-07	117.0	2944.0		Bad Company (2002)	2002-06-07	1.0		65977295.0	
		15730.0				Palm	27344.0			Documentary	15730.0	9165.0	15730.0		Unrated			69.0	2006-02-01	76.0	1.0		Who Gets to Call It Art? (2006)	2006-02-03	1.0			
		5120.0				Kino Lorber	59081.0			Documentary	5120.0	3642.0	5120.0		Unrated				2013-08-23	86.0	1.0		The Trials of Muhammad Ali (2013)	2013-08-23	1.0			
		5451.0				Fox	7983086.0			Musical	4126089.0	2082040.0	4126089.0		PG			5.0	1982-08-06	105.0	757.0		The Pirate Movie (1982)	1982-08-06	1.0			
Pauly Shore,Brendan Fraser		6900.0				Buena Vista	28881266.0			Action Comedy	9964320.0	6160175.0	9964320.0		PG			6.0	1994-08-12	92.0	1444.0		In the Army Now (1994)	1994-08-12	1.0			
Sarah Burns,Adam Pally		457.0			Don Argott,Sheena M. Joyce	IFC	22272.0			Comedy	457.0	2582.0	457.0		Unrated			101.0	2015-08-19	96.0	1.0		Slow Learners (2015)	2015-08-14	0.0			
Giovanni Ribisi,Parker Posey		6269.0			Richard Linklater	Sony Classics	656747.0			Comedy / Drama	100300.0	101074.0	100300.0		R	John Sloss		19.0	1997-02-07	121.0	16.0		SubUrbia (1997)	1997-02-07	1.0			
Angus Macfadyen,Eddie Griffin,Tim Matheson		2907.0				Chicago Pictures	6881022.0		1386357.0	Action	4672333.0	1625103.0	4672333.0		PG-13		26000000.0	11.0	2007-04-13	95.0	1607.0		Redline (2007)	2007-04-13	1.0		8267379.0	
Jamie Kennedy,Alan Cumming,Kal Penn		3438.0	Greg Gardiner	Randy Edelman		New Line	17018422.0		40534219.0	Family Comedy	10196526.0	4654958.0	10196526.0		PG		84000000.0	4.0	2005-02-18	86.0	2966.0		Son of the Mask (2005)	2005-02-18	1.0		57552641.0	
Madonna,Elizabeth Banks		2443.0			Guy Ritchie	Sony / Screen Gems	598645.0			Romantic Comedy	478850.0	107511.0	478850.0		R	Matthew Vaughn	10000000.0	26.0	2002-10-11	90.0	196.0		Swept Away (2002)	2002-10-11	1.0		598645.0	
Kathy Bates,Chris O'Donnell		53746.0		Thomas Newman		Universal	82418501.0		37000000.0	Comedy / Drama	268730.0	310466.0	268730.0		PG-13	Jordan Kerner		14.0	1991-12-27	137.0	5.0		Fried Green Tomatoes (1991)	1991-12-27	1.0		119418501.0	
Mia Wasikowska,Julianne Moore,Mark Ruffalo,Josh Hutcherson,Annette Bening		107072.0		Carter Burwell	Lisa Cholodenko	Focus Features	20811365.0		13894485.0	Comedy	749507.0	1565684.0	749507.0		R	Steven Saxton	4000000.0	15.0	2010-07-09	106.0	7.0		The Kids Are All Right (2010)	2010-07-09	1.0		34705850.0	Stuart Blumberg,Lisa Cholodenko
Terrence Howard,Anthony Anderson,Taraji P. Henson,DJ Qualls,Chris 'Ludacris' Bridges		10425.0			Craig Brewer	Paramount Classics	22202809.0		1360918.0	Music Drama	10560149.0	5608078.0	10560149.0		R	Stephanie Allain	2800000.0	7.0	2005-07-22	114.0	1013.0		Hustle and Flow (2005)	2005-07-22	1.0		23563727.0	Craig Brewer
		1870.0				IFC	2485.0			Documentary	1870.0	615.0	1870.0		Unrated			119.0	2006-06-28	96.0	1.0		Rank (2006)	2006-06-23	0.0			
James Earl Jones		3130.0		George Fenton		Buena Vista	32011576.0		76963584.0	Documentary	5647032.0	12017017.0	5647032.0		G			8.0	2009-04-22	90.0	1804.0		Earth (2009) (2009)	2009-04-17	0.0		108975160.0	
		4435.0				Balcony Releasing	87016.0		19708.0	Documentary	4435.0	17408.0	4435.0		Unrated			106.0	2007-10-03	96.0	1.0		Kurt Cobain About a Son (2007)	2007-09-28	0.0		106724.0	
Snoop Dogg,Tom Arnold,Kevin Hart,Mo'Nique		5256.0	Jonathan Sela	Christopher Lennertz		MGM	14190750.0		631596.0	Comedy	8231069.0	3844937.0	8231069.0		R	Paul Hall	16000000.0	5.0	2004-05-28	86.0	1566.0		Soul Plane (2004)	2004-05-28	1.0		14822346.0	
Robert Duvall,Bill Murray,Lucas Black,Sissy Spacek		32803.0				Sony Classics	9176933.0		518349.0	Comedy	131212.0	318020.0	131212.0		PG-13		7000000.0	35.0	2010-07-30	100.0	4.0		Get Low (2010)	2010-07-30	1.0		9695282.0	
Kate Hudson				Adrian Johnston		Miramax	159668.0			Romantic Comedy	9431.0	48612.0	9431.0		R			55.0	2001-05-11	97.0			About Adam (2001)	2001-05-04	0.0		159668.0	
		6036.0			Richard Donner	Columbia	47118057.0			Comedy	8335733.0	7799190.0	8335733.0		PG			1.0	1982-12-10	102.0	1381.0		The Toy (1982)	1982-12-10	1.0			
		4295.0				Film Movement	64014.0		328974.0	Foreign	12885.0	20890.0	12885.0		Unrated				2011-03-04	103.0	3.0		The Human Resources Manager (2011)	2011-03-04	1.0		392988.0	
Johnny Depp,Aidan Quinn,Mary Stuart Masterson,Julianne Moore,William H. Macy		10447.0		Rachel Portman	Jeremiah S. Chechik	MGM	23261580.0			Romantic Comedy	4262492.0	4984428.0	4262492.0		PG	Bill Badalato		4.0	1993-04-16	98.0	408.0		Benny and Joon (1993)	1993-04-16	1.0			
Monica Bellucci,James Caviezel		13752.0		John Debney	Mel Gibson	Newmarket	370782930.0		241116490.0	Historical Drama	41337889.0	119304050.0	41337889.0		R		30000000.0	1.0	2004-02-25	126.0	3006.0		The Passion of the Christ (2004)	2004-02-20	0.0		611899420.0	
Jennifer Aniston,Sarah Chalke,Kate Hudson,Jon Lovitz,Aasif Mandvi,Timothy Olyphant,Julia Roberts,Britt Robertson,Jason Sudeikis		3862.0			Garry Marshall	Open Road Films	32492859.0			Comedy	11719690.0	13778430.0	11719690.0		PG-13		25000000.0	4.0	2016-04-29	118.0	3035.0		Mother's Day (2016)	2016-04-29	1.0		32492859.0	
		6156.0				Reliance Big Pictures	1636731.0			Foreign	861787.0	432669.0	861787.0		Unrated				2013-07-12	140.0	140.0		Bhaag Milkha Bhaag (2013)	2013-07-12	1.0		1636731.0	
		3574.0				Palisades Tartan	60200.0			Foreign	3574.0	19785.0	3574.0		Unrated			78.0	2009-01-07	136.0	1.0		Silent Light (2009)	2009-01-02	0.0			
		2779.0				Fox	8750400.0			Music Drama	2395376.0	1678822.0	2395376.0		R			10.0	1991-03-29	116.0	862.0		The Five Heartbeats (1991)	1991-03-29	1.0			Keenen Ivory Wayans
Jack O'Connell,Garrett Hedlund,Domhnall Gleeson,Jai Courtney,Alex Russell		4930.0	Roger Deakins	Alexandre Desplat	Angelina Jolie	Universal	115637895.0		47805042.0	War Drama	15434400.0	54047255.0	15434400.0		PG-13	Jon Jashni,Angelina Jolie,Thomas Tull	65000000.0	4.0	2014-12-25	137.0	3131.0		Unbroken (2014)	2014-12-19	0.0		163442937.0	Ethan Coen,Joel Coen,Richard LaGravenese,William Nicholson
