	actors	average_per_theatre	cinematographers	composers	directors	distributor	domestic	foreign	genre	gross	gross2	gross_to_date	mpaa_rating	producers	production_budget	rank	release_date	release_year	runtime	theaters	theatre_change	title	week	week_number	week_over_week_change	worldwide	writers
112	Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Martin Sheen,Sally Field,Irrfan Khan,Campbell Scott,Embeth Davidtz	17373.0		James Horner	Marc Webb	Sony / Columbia	270502372.241	495900000.0	Action / Adventure	77442961.8748	93792098.132	75017570.0	PG-13	Avi Arad,Michael Grillo,Stan Lee,Laura Ziskin	230000000.0	2.0	2012-07-03		136.0	4318.0		The Amazing Spider-Man (2012)	2012-06-29	0.0		757930663.0	Steve Kloves,Alvin Sargent,James Vanderbilt
113	Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,Bryce Dallas Howard,Elizabeth Banks,Willem Dafoe	42820.0	Bill Pope	Christopher Young	Sam Raimi	Sony / Columbia	384694865.614	554341323.0	Action / Adventure	208128699.268	81489733.8164	182070572.0	PG-13	Kevin Feige,Stan Lee,Laura Ziskin,Avi Arad	258000000.0	1.0	2007-05-04		140.0	4252.0		Spider-Man 3 (2007)	2007-05-04	1.0		890871626.0	Alvin Sargent
114	Mel Gibson,Maria Bello,Lucy Liu	9650.0			Brian Helgeland	Paramount	115984853.668	80100000.0	Crime	37465447.9105	29228506.7933	26334582.0	R		90000000.0	1.0	1999-02-05		101.0	2729.0		Payback (1999)	1999-02-05	1.0		161626121.0	Brian Helgeland
115		1610.0				Dimension Films	16917720.1129	3289543.0	Horror	3129045.99778	8037487.57123	2375000.0	PG-13	Ted Field,Scott Kroopf	17000000.0	14.0	2002-11-27		90.0	1475.0		Wes Craven Presents: They (2002)	2002-11-22	0.0		16130385.0	
116	Mark Ruffalo,Zoe Saldana	12850.0		Theodore Shapiro		Sony Classics	1430655.0		Comedy / Drama	64249.0	97278.0	64249.0	R			33.0	2015-06-19		90.0	5.0		Infinitely Polar Bear (2015)	2015-06-19	1.0		1430655.0	
117	Shawn Ashmore,Dominic Monaghan,Shannyn Sossamon	227.0				Anchor Bay Films	21662.4333737		Sci-Fi Thriller	2812.06960112	17030.3642473	2724.0	Unrated			101.0	2012-08-29		90.0	12.0		The Day (2012)	2012-08-24	0.0		20984.0	
118	James Franco,Jean Reno,Martin Henderson,Tcheky Karyo	3736.0		Trevor Rabin	Tony Bill	MGM	15390386.1642	4744235.0	War	8929436.77171	3761523.2767	7595128.0	PG-13	Dean Devlin	60000000.0	4.0	2006-09-22		120.0	2033.0		Flyboys (2006)	2006-09-22	1.0		17834865.0	
119		5396.0				Big World Pictures	105097.0		Comedy / Drama	26978.0	26934.0	26978.0	Unrated			50.0	2016-01-22		106.0	5.0		Aferim! (2016)	2016-01-22	1.0		105097.0	
120	Ryan Kwanten,Amber Valletta,Donnie Wahlberg,Bob Gunton	5416.0	John R. Leonetti		James Wan	Universal	19214808.2216	5408331.0	Horror	11174836.8026	4995124.53012	9775725.0	R	Gregg Hoffman,Mark Burg,Oren Koules	20000000.0	4.0	2007-03-16		90.0	1805.0		Dead Silence (2007)	2007-03-16	1.0		22217407.0	Leigh Whannell,James Wan
121	Domhnall Gleeson,Oscar Isaac,Alicia Vikander	81904.0			Alex Garland	A24	25442958.0	11426456.0	Sci-Fi Thriller	327616.0	1150814.0	327616.0	R	Scott Rudin	15000000.0	18.0	2015-04-10		110.0	4.0		Ex Machina (2015)	2015-04-10	1.0		36869414.0	Alex Garland
122		1324.0				Cowboy	24958.5883713		Foreign	1744.36080044	8539.98996109	1324.0	Unrated			110.0	2002-12-18		162.0	1.0		Devils on the Doorstep (2002)	2002-12-13	0.0			
123	Cameron Diaz,Jason Segel,Justin Timberlake	14905.0			Jake Kasdan	Sony / Columbia	105678036.492	115904636.0	Comedy	47886172.289	25616827.7907	45445971.0	R		20000000.0	3.0	2011-06-24		89.0	3049.0		Bad Teacher (2011)	2011-06-24	1.0		216197492.0	
124		541.0				Viva Pictures Distribution	8210.7343919	10071000.0	Animation	5956.06132147	2254.67307042	5949.0	PG			89.0	2014-11-11		94.0	11.0		Gladiators of Rome (2014)	2014-11-07	0.0		10079201.0	
125		463.0				Kino Lorber	3131.64371966		Documentary	471.06921449	2456.07145525	463.0	Unrated			106.0	2013-08-14			1.0		Drew: The Man Behind the Poster (2013)	2013-08-09	0.0			
126		207.0				Regent Releasing	441.303619254		Thriller	224.999628536	124.999793631	269.0	Unrated				2010-10-29		85.0	1.0		The Magician (2010) (2010)	2010-10-29	1.0			
127		9368.0				IFC	151277.349731		Documentary	18758.2391863	24680.2601505	18736.0	Unrated			68.0	2014-04-11		86.0	2.0		Dancing in Jaffa (2014)	2014-04-11	1.0			
128		11691.0				Picture This!	65967.9112596		Foreign	14188.2526728	15871.5224066	11691.0	Unrated			88.0	2005-03-18		86.0	1.0		Schizo (2005)	2005-03-18	1.0			
129		10161.0				Balcony Releasing	29073.3799256		Documentary	11946.0800446	5368.1528869	10161.0	Unrated			89.0	2006-10-04		98.0	1.0		Wrestling with Angels: Playwright Tony Kushner (2006)	2006-10-06	1.0			
130				Javier Navarette	Guillermo del Toro	Sony Classics	1010767.09335	5703771.0	Foreign / Horror	15080.223354	63618.5212422	11268.0	R	Pedro Almodovar,Guillermo del Toro		58.0	2001-11-21		106.0			The Devil's Backbone (2001)	2001-11-16	0.0		6459020.0	Guillermo del Toro
131	Michael Rapaport,Zooey Deschanel	2077.0				ThinkFilm	15816.2225309		Crime Comedy	11869.0256243	3947.19690656	10383.0	R			80.0	2007-03-30		90.0	5.0		Live Free or Die (2007)	2007-03-30	1.0		13836.0	
132	Kim Basinger,Brad Pitt	5566.0		Mark Isham		Paramount	23837843.7136		Fantasy Comedy	13615653.5795	6314528.18989	8059659.0	PG-13			6.0	1992-07-10		101.0	1448.0		Cool World (1992)	1992-07-10	1.0			
133		26895.0				Rialto	159064.48291		Foreign	29607.4472488	30925.1685485	26895.0	Unrated			59.0	2008-01-18		93.0	1.0		Last Year at Marienbad (re-issue) (2008)	2008-01-18	1.0			
134	Edward Norton,Keri Russell,Tim Blake Nelson,Richard Dreyfuss,Susan Sarandon,Ty Burrell	8836.0			Tim Blake Nelson	First Look	76158.5699178	948687.0	Crime Comedy	28811.9089546	24455.3944079	26507.0	R	Stuart Blumberg	9000000.0	73.0	2010-09-17		105.0	3.0		Leaves of Grass (2010)	2010-09-17	1.0		1018753.0	Tim Blake Nelson
135		6426.0				Reliance Films	46055.2030606		Comedy	7345.69572011	10578.4419847	6426.0	R			101.0	2007-10-19		92.0	1.0		Controlled Chaos (re-issue) (2007)	2007-10-19	1.0			
136	Toby Keith,Kelly Preston,Tess Harper,Burt Reynolds	2023.0				Paramount	296904.941285		Music Drama	199797.336379	72748.7000298	169942.0	PG-13			38.0	2006-09-08		105.0	84.0		Broken Bridges (2006)	2006-09-08	1.0			
137	Woody Allen,Christina Ricci,Danny DeVito	2069.0	Darius Khondji		Woody Allen	DreamWorks	4137891.73516	10372765.0	Romantic Comedy	2752554.42102	1135593.53176	2136851.0	R		18000000.0	12.0	2003-09-19		108.0	1033.0		Anything Else (2003)	2003-09-19	1.0		13585075.0	Woody Allen
138	Michael Douglas,Kirk Douglas,Rory Culkin,Michelle Monaghan,Geoffrey Arend	2968.0	Ian Baker			MGM	9650506.54491	719669.0	Comedy / Drama	4614205.73565	2838649.55813	3582080.0	PG-13	Michael Douglas,Marcy Drogin		9.0	2003-04-25		109.0	1207.0		It Runs in the Family (2003)	2003-04-25	1.0		8211508.0	
139	Gary Oldman,William Hurt,Matt LeBlanc,Mimi Rogers,Heather Graham,Lacey Chabert,Jared Harris	8115.0			Stephen Hopkins	New Line	100503393.084	67041794.0	Sci-Fi Adventure	39008824.9559	26276395.3137	26826930.0	PG-13	Michael De Luca,Akiva Goldsman	80000000.0	1.0	1998-04-03		130.0	3306.0		Lost in Space (1998)	1998-04-03	1.0		136159423.0	Akiva Goldsman
140	Keanu Reeves	3981.0		Ilan Eshkeri	Carl Rinsch	Universal	39031060.3977	113421364.0	Action Drama	10888739.4572	17223272.2999	10702220.0	PG-13	Pamela Abdy,Erwin Stoff,Scott Stuber	175000000.0	11.0	2013-12-25		127.0	2688.0		47 Ronin (2013)	2013-12-20	0.0		151783839.0	Hossein Amini,Chris Morgan
141		3282.0				Halestorm	255859.161403		Unknown	82353.6834039	57890.3671043	65635.0	PG		425000.0	53.0	2004-01-09		81.0	20.0		The Home Teachers (2004)	2004-01-09	1.0			
142		4271.0				Kino	10583.0144688	11171.0	Documentary	4882.26990672	3600.83123535	4271.0	Unrated			88.0	2007-08-10		90.0	1.0		Crossing the Line (2007)	2007-08-10	1.0		20429.0	
143		1509.0				Monument Releasing	8994.0		Drama	1509.0	5248.0	1509.0	Unrated				2015-08-28		102.0	1.0		An Eye for Beauty (2015)	2015-08-28	1.0		8994.0	
144	Vivica A. Fox,Terrence Howard,Darrin Henson,Kym Whitley,Monica Calhoun	590.0			Mark Brown	The Bigger Picture	158989.844933		Comedy	141592.686021	17397.1589114	123865.0	PG-13	Mark Brown,Vivica A. Fox		40.0	2007-05-11		92.0	210.0		The Salon (2007)	2007-05-11	1.0			Mark Brown
145		2713.0		Terence Blanchard		Warner Bros.	11149997.7679		Thriller	6078892.70785	2931796.33518	3800959.0	R	Gary Barber,Mark Gordon,Christopher Meledandri,James G. Robinson		4.0	1994-09-09		107.0	1401.0		Trial by Jury (1994)	1994-09-09	1.0			
146	Cedric the Entertainer,Vanessa Williams,Bow Wow	1916.0				Fox Searchlight	39152302.4637	258789.0	Comedy	3060514.32159	15794994.8147	2439197.0	PG-13	Cedric the Entertainer,Paul Hall	12000000.0	15.0	2004-04-07		96.0	1273.0		Johnson Family Vacation (2004)	2004-04-02	0.0		31462753.0	
147	Heath Ledger	2889.0			Brian Helgeland	Fox	9868158.99838	3900000.0	Horror Thriller	7348889.84775	2052488.64371	5705058.0	R	Thomas M. Hammel,Brian Helgeland		6.0	2003-09-05		102.0	1975.0		The Order (2003)	2003-09-05	1.0		11560806.0	Brian Helgeland
148		7928.0				Adopt Films	159659.277695	399891.0	Foreign	24552.9601296	8178.1260573	23784.0	Unrated				2012-10-05		97.0	3.0		Sister (2012) (2012)	2012-10-05	1.0		554550.0	
149		2755.0				Indican	71602.6779314		Drama	10031.6565387	3383.52993344	8266.0	R			93.0	2005-09-30		119.0	3.0		Screen Door Jesus (2005)	2005-09-30	1.0			
150	Amy Smart,Billy Zane	1082.0				Screen Media	52821.9225775	26036.0	Drama	41853.6291083	9271.34556743	37884.0	PG-13			57.0	2009-05-08		95.0	35.0		Love N Dancing (2009)	2009-05-08	1.0		73848.0	
151	Tom Cruise,Colin Farrell,Max von Sydow,Neal McDonough,Samantha Morton,Tim Blake Nelson	17272.0		John Williams	Steven Spielberg	Fox	174005162.322	226300000.0	Sci-Fi Thriller	68291446.0289	43119849.3334	51834388.0	PG-13	Gerald R. Molen	102000000.0	2.0	2002-06-21		144.0	3001.0		Minority Report (2002)	2002-06-21	1.0		358372926.0	Scott Frank
152		3973.0				Freestyle Releasing	291513.0		Drama	143026.0	81960.0	143026.0	R			35.0	2015-11-06		93.0	36.0		The Man in 3B (2015)	2015-11-06	1.0			
153		3616.0				Strand	52263.5366359		Unknown	32604.0069946	11758.1042174	25311.0	Unrated			61.0	2003-11-28		83.0	7.0		My Flesh and Blood (2003)	2003-11-28	1.0			
154		9434.0				Zeitgeist	45948.837184		Documentary	10254.3308967	7182.59683751	9434.0	Unrated			77.0	2010-05-07		90.0	1.0		The Oath (2010)	2010-05-07	1.0			
155		5444.0				Samuel Goldwyn	5530535.68724		Drama	2191957.66986	1127767.91909	2123309.0	PG-13			8.0	2012-03-23		107.0	390.0		October Baby (2012) (2012)	2012-03-23	1.0			
156		6410.0				Magnolia	41340.0		Documentary	25638.0	9468.0	25638.0	Unrated			50.0	2015-07-10		106.0	4.0		Nowitzki (2015)	2015-07-10	1.0			
157	Dan Castellaneta,Julie Kavner,Nancy Cartwright,Yeardley Smith,Harry Shearer,Hank Azaria,Joe Mantegna,Albert Brooks	26249.0		Hans Zimmer	David Silverman	Fox	209345485.301	343936008.0	Animation	117683972.519	43624512.8041	102949705.0	PG-13	James L. Brooks,Matt Groening,Richard Sakai	75000000.0	1.0	2007-07-27		87.0	3922.0		The Simpsons Movie (2007)	2007-07-27	1.0		527071022.0	
158		3534.0				Lorber Films	85403.1013345		Drama / Thriller	3904.3059146	21439.4342328	3534.0	Unrated			98.0	2009-11-18			1.0		The Sun (2009)	2009-11-13	0.0			
159		5422.0				Miramax	83702283.0889		Foreign	118261.304356	119213.734632	201227.0	PG-13			51.0	1998-11-06		116.0	15.0		Life Is Beautiful (dubbed) (1998)	1999-09-03	44.0			
160		1029.0				Winter Star	6166.29416755		Drama / Thriller	1118.47641432	2245.64846645	1029.0	PG-13				2010-09-10			1.0		Midnight Reckoning (2010)	2010-09-10	1.0			
161		8533.0				Cohen Media Group	15057.5797364		Foreign	8808.88028868	6248.69944772	8533.0	PG			69.0	2012-10-12		95.0	1.0		Tristana (2012 re-release) (2012)	2012-10-12	1.0			
162		79161.0			Michael Moore	Lions Gate	149556310.419	103252111.0	Documentary	198650.108385	48850145.9963	158322.0	R		6000000.0	34.0	2004-06-23		116.0	2.0		Fahrenheit 9/11 (2004)	2004-06-18	0.0		222446882.0	
163		5444.0				Maxmedia/Endgame Pictures	93681.3142986		Animation	6830.70697724	14395.4263684	5444.0	Unrated			76.0	2004-12-31		86.0	1.0		Sky Blue (2004)	2004-12-31	1.0			
164	Teresa Palmer	4804.0				Weinstein / Dimension	19646051.5057	11574468.0	Horror Thriller	10197481.0591	7079527.88534	8402638.0	R			11.0	2005-12-25		95.0	1749.0		Wolf Creek (2005)	2005-12-23	1.0		27762648.0	
165	Sienna Miller,Steve Buscemi	10612.0			Steve Buscemi	Sony Classics	476625.455368	1038442.0	Drama	72782.5157952	101401.69383	63670.0	R			42.0	2007-07-13		86.0	6.0		Interview (2007)	2007-07-13	1.0		1455393.0	
166	Brian Cox,Dennis Quaid	9256.0		Carter Burwell	John Lee Hancock	Buena Vista	99602569.5677	5093465.0	Sports Drama	30622455.4282	18396494.0765	23242973.0	G	Mark Johnson	22000000.0	3.0	2002-03-29		129.0	2511.0		The Rookie (2002)	2002-03-29	1.0		80693537.0	
167		8415.0			Zhang Yimou	Sony Classics	207549.657345	121311.0	Drama	45734.7071028	42433.6255962	42706.0	R			58.0	2010-09-03		95.0	5.0		A Woman, A Gun and A Noodle Shop (2010)	2010-09-03	1.0		312257.0	
168	Ben Kingsley	5756.0	James L. Carter	William Ross	Jay Russell	Buena Vista	25245800.5391	182616.0	Fantasy Drama	8986662.26539	6053501.13454	6821032.0	PG	Marc Abraham		9.0	2002-10-11		90.0	1185.0		Tuck Everlasting (2002)	2002-10-11	1.0		19344615.0	
169	Jessica Alba	2929.0				Buena Vista	16753847.3143		Family Comedy	6361960.09582	4483681.93538	3977953.0	PG			8.0	1994-08-26		96.0	1358.0		Camp Nowhere (1994)	1994-08-26	1.0			
170	Andy Samberg,Michael Cera,Kat Dennings,Jay Baruchel	5911.0		Mark Mothersbaugh		Sony / Columbia	34662887.7674	2018844.0	Drama	15753467.123	9354232.69703	14310234.0	PG-13	Chris Weitz	10000000.0	3.0	2008-10-03		90.0	2421.0		Nick and Norah's Infinite Playlist (2008)	2008-10-03	1.0		33506137.0	Lorene Scafaria
171	Barbra Streisand,Richard Dreyfuss,Leslie Nielsen	12698.0	Andrzej Bartkowiak		Martin Ritt	Warner Bros.	64574618.1693		Drama	14200775.4934	11121083.8372	6806297.0	R			5.0	1987-11-20		116.0	536.0		Nuts (1987)	1987-11-20	1.0			Alvin Sargent
172		5185.0		Harry Gregson-Williams	Antoine Fuqua	Sony / Columbia	27925734.0908		Action	14597257.5868	8043310.03374	10038744.0	R	Brad Grey		2.0	1998-02-06		88.0	1936.0		The Replacement Killers (1998)	1998-02-06	1.0			
173	Diane Lane,Richard Gere,Christopher Meloni,Viola Davis	6553.0				Warner Bros.	46071432.5588	42524402.0	Romance	19507035.3256	11048136.457	17719924.0	PG-13	Denise Di Novi,Dana Goldberg,Alison Greenspan		2.0	2008-09-26		97.0	2704.0		Nights in Rodanthe (2008)	2008-09-26	1.0		84375061.0	John Romano
174	Sinbad	4974.0			David M. Evans	Buena Vista	40019154.2478		Family Comedy	14112330.5599	7528220.36173	9342050.0	PG	Roger Birnbaum,Tim Kelleher		3.0	1996-08-30		101.0	1878.0		First Kid (1996)	1996-08-30	1.0			Tim Kelleher
175	Sarah Jessica Parker	5287.0		Alan Silvestri		Buena Vista	40147161.3086		Family Adventure	10884785.1435	10856704.2517	5033278.0	PG			8.0	1986-08-01		90.0	952.0		Flight of the Navigator (1986)	1986-08-01	1.0			
176	Logan Lerman,Alexandra Daddario,Brandon T. Jackson,Nathan Fillion,Stanley Tucci,Sean Bean,Douglas Smith	3047.0		Andrew Lockington	Thor Freudenthal	Fox	69754417.3835	131290761.0	Fantasy	9011420.79012	22049293.9907	8857059.0	PG	Chris Columbus,Karen Rosenfelt	90000000.0	9.0	2013-08-07		106.0	2907.0		Percy Jackson: Sea of Monsters (2013)	2013-08-02	0.0		199850315.0	Marc Guggenheim
177	Mary-Kate Olsen	2319.0	Greg Gardiner			Warner Bros.	17655747.6522	7218385.0	Family Comedy	8744680.10626	5458638.27471	6969416.0	PG	Denise Di Novi,Alison Greenspan,Mary-Kate Olsen	30000000.0	5.0	2004-05-07		86.0	3006.0		New York Minute (2004)	2004-05-07	1.0		21289826.0	Bill Collage,Adam Cooper
178		2891.0	Claudio Chea			MAC Releasing	206476.586668		Unknown	100555.750386	26372.0056576	78063.0	R			49.0	2003-05-09		80.0	27.0		Washington Heights (2003)	2003-05-09	1.0			
179	Charlize Theron,Woody Harrelson,Martin Henderson,Andre Benjamin,Ray Liotta,Channing Tatum,Michelle Rodriguez	7093.0			Stuart Townsend	Redwood Palms Pictures	246777.164615	684678.0	Action Drama	78086.8211822	75288.4523067	70933.0	R			45.0	2008-09-19		98.0	10.0		Battle in Seattle (2008)	2008-09-19	1.0		908847.0	Stuart Townsend
180		3922.0				Eros	258671.348853		Foreign	180875.646083	54174.100681	149040.0	Unrated			32.0	2005-12-09		142.0	38.0		Ek Ajnabee (2005)	2005-12-09	1.0			
181	Rosemarie DeWitt,Allison Janney,Ron Livingston,Ellen Page	5413.0			Lynn Shelton	Magnolia	36757.6427238		Comedy / Drama	11013.6592805	11969.0242749	10825.0	R			77.0	2013-09-06		90.0	2.0		Touchy Feely (2013)	2013-09-06	1.0			Lynn Shelton
182	Warren Beatty,Annette Bening,Ben Kingsley	66656.0		Ennio Morricone	Barry Levinson	TriStar	85468845.303		Crime Drama	463979.049736	15272799.4695	266622.0	R	Mark Johnson,Barry Levinson		13.0	1991-12-13		136.0	4.0		Bugsy (1991)	1991-12-13	1.0			
183		6869.0				UTV Communications	751396.094236		Foreign	580087.653803	132353.152994	570151.0	Unrated			32.0	2013-08-30		152.0	83.0		Satyagraha (2013)	2013-08-30	1.0		738525.0	
184		5976.0				Yash Raj	772981.699382	10684264.0	Foreign	467106.330711	208565.448628	424313.0	Unrated			28.0	2008-08-15		153.0	71.0		Bachna Ae Haseeno (2008)	2008-08-15	1.0		11386430.0	
185		38932.0			Larry Clark	First Look	260500.023601	412500.0	Drama	45771.5567659	62113.5026984	38932.0	R			55.0	2006-06-23		111.0	1.0		Wassup Rockers (2006)	2006-06-23	1.0		634074.0	
186		4482.0				Eros	387741.778098		Unknown	288689.282272	93503.2065	224114.0	Unrated			26.0	2003-05-16			50.0		Armaan: The Desire (2003)	2003-05-16	1.0		301010.0	
187	Tommy Lee Jones,Susan Sarandon,Charlize Theron,Josh Brolin,Zoe Kazan	20240.0	Roger Deakins	Mark Isham	Paul Haggis	Warner Independent	7747778.25331	22764049.0	War Drama	208232.069417	1994159.77119	182161.0	R			35.0	2007-09-14		121.0	9.0		In the Valley of Elah (2007)	2007-09-14	1.0		29541790.0	Mark Boal,Paul Haggis
188	Jason Statham,Ben Foster,Donald Sutherland,Tony Goldwyn	5442.0		Mark Isham	Simon West	CBS Films	30685163.9399	32919000.0	Action	15500127.219	7908468.67338	14710266.0	R	Robert Chartoff,Irwin Winkler	40000000.0	3.0	2011-01-28		100.0	2703.0		The Mechanic (2011)	2011-01-28	1.0		62040498.0	Richard Wenk
189		5557.0				Samuel Goldwyn	169195.427903		Documentary	42971.670304	15615.0140908	38896.0	R			57.0	2009-03-13		112.0	7.0		Brothers at War (2009)	2009-03-13	1.0			
190	Bill Murray,Sigourney Weaver	18635.0	Michael Chapman	Randy Edelman	Ivan Reitman	Columbia	215025526.746	102900000.0	Horror Comedy	85843096.1284	38089440.4338	44910466.0	PG	Joe Medjuck,Ivan Reitman		1.0	1989-06-16		102.0	2410.0		Ghostbusters II (1989)	1989-06-16	1.0		215394738.0	Harold Ramis
191	Cedric the Entertainer,Mike Epps,Gabrielle Union,Regina Hall,Eric Stoltz,John Leguizamo	3610.0			John Schultz	Paramount	15587355.6499	339577.0	Comedy	8377821.57357	4489725.77282	6903254.0	PG-13	Cedric the Entertainer	25000000.0	9.0	2005-06-10		85.0	1912.0		The Honeymooners (2005)	2005-06-10	1.0		13183426.0	Don Rhymer
192	Kristen Stewart,Robert Pattinson,Taylor Lautner,Ashley Greene,Billy Burke,Peter Facinelli,Elizabeth Reaser,Nikki Reed,Kellan Lutz,Jackson Rathbone,Dakota Fanning,Cameron Bright,Bryce Dallas Howard,Catalina Sandino Moreno,Anna Kendrick,Sarah Clarke,Xavier Samuel	21002.0		Howard Shore	David Slade	Summit Entertainment	326664407.431	397959596.0	Romance	100809592.264	120562191.175	92744978.0	PG-13	Marty Bowen,Wyck Godfrey,Karen Rosenfelt	68000000.0	1.0	2010-06-30		124.0	4416.0		The Twilight Saga: Eclipse (2010)	2010-06-25	0.0		698491347.0	Melissa Rosenberg
193		878.0			Chris Stokes	Cinedigm/Brian&amp;Barrett	177560.929293		Music Drama	170334.612403	7226.31688981	165000.0	PG-13	Chris Stokes		33.0	2012-06-01		106.0	188.0		Battlefield America (2012)	2012-06-01	1.0			Chris Stokes
194		5956.0				Cinema Libre	299783.217088		Documentary	52309.3633139	82696.2225304	36580.0	Unrated			66.0	2004-08-20		83.0	7.0		Uncovered: The War on Iraq (2004)	2004-08-20	1.0			
195						Miramax	2165042.28534		Documentary	10710.3284257	85131.2494264	7090.0	G			17.0	1996-10-09		80.0			Microcosmos (1996)	1996-10-04	0.0			
196	Whoopi Goldberg,Jennifer Love Hewitt,Maggie Smith	4541.0	Oliver Wood		Bill Duke	Buena Vista	94017884.4048		Comedy	15881219.9287	15230551.6749	9682159.0	PG	Mario Iscovich,Laurence Mark,Christopher Meledandri,Scott Rudin		3.0	1993-12-10		107.0	2132.0		Sister Act 2: Back in the Habit (1993)	1993-12-10	1.0			
197		9720.0				New Yorker	1055797.64671		Documentary	13008.4993789	58316.0855901	9720.0	Unrated			58.0	2001-10-24		84.0	1.0		Trembling Before G-d (2001)	2001-10-19	0.0			
198		305.0				Kino Lorber	6302.47201524		Foreign	305.362027744	1270.50627281	305.0	Unrated			122.0	2014-07-25		125.0	1.0		Manuscripts Don't Burn (2014)	2014-07-25	1.0			
199		11323.0				Music Box Films	116440.624432	14911.0	Foreign	23860.9132476	23870.3964986	22645.0	Unrated			70.0	2011-08-05		272.0	2.0		Mysteries of Lisbon (2011)	2011-08-05	1.0		125418.0	
200	Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans	49576.0		Clint Mansell	Darren Aronofsky	Artisan	5003896.84782	3754626.0	Drama	136471.966127	96033.1771603	99151.0	Unrated	Beau Flynn,Jonah Smith,Nick Wechsler		52.0	2000-10-06		102.0	2.0		Requiem for a Dream (2000)	2000-10-06	1.0		7390108.0	Darren Aronofsky
201		1626.0				Alive Mind Cinema	249916.328769		Foreign	1713.30734999	6656.18851778	1626.0	Unrated			103.0	2011-07-27		108.0	1.0		El Bulli: Cooking in Progress (2011)	2011-07-15	-1.0		237181.0	
202	Patrick Dempsey,Brendan Fraser,Josh Hamilton,Moira Kelly,Joe Pesci	3928.0			Alek Keshishian	Warner Bros.	32012094.9684		Drama	6922660.43341	7745003.86928	4328543.0	PG-13	Jon Peters		4.0	1994-04-29		101.0	1102.0		With Honors (1994)	1994-04-29	1.0			
